"Marka","Model","Generacja","Wersja","TypSilnika","MocSilnika","RodzajNapedu","Cena2023","Cena2022","Cena2021","Silnik","PojemnoscSilnika","SrednieSpalanieZuzycie","RodzajSkrzyni","RokRozpoczeciaProdukcji","RokZakonczeniaProdukcji"
"Ford","Mondeo","II","Hatchback","benzynowy",115,"na przednią oś",81400,71000,65999,"1.8 i 16V 115KM 85kW 1996-2001",1.8,8,"manualna","1996","2001"
"Ford","Mondeo","II","Hatchback","benzynowy",130,"na przednią oś",81400,71000,65999,"2.0 i 130KM 96kW 1996-2001",2,8.1,"manualna","1996","2001"
"Ford","Mondeo","II","Hatchback","benzynowy",136,NA,81400,71000,65999,"2.0 i 16V 136KM 100kW 1996-1998",2,NA,NA,"1996","1998"
"Ford","Mondeo","II","Hatchback","benzynowy",130,NA,81400,71000,65999,"2.0i 130KM 96kW 1996-2001",2,NA,"manualna","1996","2001"
"Ford","Mondeo","II","Hatchback","benzynowy",170,"na przednią oś",81400,71000,65999,"2.5 i 24V 170KM 125kW 1996-1998",2.5,9.5,"manualna","1996","1998"
"Ford","Mondeo","II","Hatchback","benzynowy",205,"na przednią oś",81400,71000,65999,"2.5 ST 200 205KM 151kW 1999-2001",2.5,9.8,"manualna","1999","2001"
"Ford","Mondeo","II","Hatchback","diesel",90,"na przednią oś",81400,71000,65999,"1.8 TD 90KM 66kW 1996-2001",1.8,6.3,"manualna","1996","2001"
"Ford","Mondeo","II","Sedan","benzynowy",90,"na przednią oś",81400,71000,65999,"1.6 i 16V 90KM 66kW 1996-1998",1.6,7.1,"manualna","1996","1998"
"Ford","Mondeo","II","Sedan","benzynowy",95,"na przednią oś",81400,71000,65999,"1.6 i 16V 95KM 70kW 1998-2001",1.6,7.7,"manualna","1998","2001"
"Ford","Mondeo","II","Sedan","benzynowy",115,"na przednią oś",81400,71000,65999,"1.8 16V 115KM 85kW 1993-2001",1.8,7.7,"manualna","1993","2001"
"Ford","Mondeo","II","Sedan","benzynowy",112,"na przednią oś",81400,71000,65999,"1.8 i 16V 112KM 82kW 1996",1.8,7.7,"manualna","1996","1996"
"Ford","Mondeo","II","Sedan","benzynowy",130,"na przednią oś",81400,71000,65999,"2.0 i 130KM 96kW 1996-2001",2,NA,"manualna","1996","2001"
"Ford","Mondeo","II","Sedan","benzynowy",136,"na przednią oś",81400,71000,65999,"2.0 i 16V 136KM 100kW 1996",2,8.1,"manualna","1996","1996"
"Ford","Mondeo","II","Sedan","benzynowy",136,"4x4",81400,71000,65999,"2.0 i 16V 4x4 136KM 100kW 1996",2,8.8,"manualna","1996","1996"
"Ford","Mondeo","II","Sedan","benzynowy",170,"na przednią oś",81400,71000,65999,"2.5 i 24V 170KM 125kW 1996-1998",2.5,9.9,"manualna","1996","1998"
"Ford","Mondeo","II","Sedan","benzynowy",205,"na przednią oś",81400,71000,65999,"2.5 ST 200 205KM 151kW 1999-2001",2.5,9.8,"manualna","1999","2001"
"Ford","Mondeo","II","Sedan","diesel",88,"na przednią oś",81400,71000,65999,"1.8 TD 88KM 65kW 1996",1.8,6.1,"manualna","1996","1996"
"Ford","Mondeo","II","Sedan","diesel",90,"na przednią oś",81400,71000,65999,"1.8 TD 90KM 66kW 1996-2001",1.8,6.3,"manualna","1996","2001"
"Ford","Mondeo Vignale",NA,"Sedan Facelifting","diesel",190,"na przednią oś",NA,NA,NA,"2.0 EcoBlue 190KM 140kW 2019-2021",2,5.1,"manualna","2019","2021"
"Ford","Mondeo Vignale",NA,"Sedan Facelifting","hybrydowy",187,"na przednią oś",NA,NA,NA,"2.0 Hybrid 187KM 138kW 2019-2021",2,4.8,"automatyczna","2019","2021"
"Ford","Mondeo Vignale",NA,"Liftback Facelifting","diesel",190,"na przednią oś",NA,NA,NA,"2.0 EcoBlue 190KM 140kW 2019-2021",2,5.1,"manualna","2019","2021"
"Ford","Mondeo Vignale",NA,"Kombi Facelifting","diesel",190,"na przednią oś",NA,NA,NA,"2.0 EcoBlue 190KM 140kW 2019-2021",2,5.1,"manualna","2019","2021"
"Ford","Mondeo Vignale",NA,"Kombi Facelifting","hybrydowy",187,"na przednią oś",NA,NA,NA,"2.0 hYBRID 187KM 138kW 2019-2021",2,4.8,"automatyczna","2019","2021"
"Ford","Mondeo Vignale",NA,"Kombi","benzynowy",203,"na przednią oś",NA,NA,NA,"2.0 EcoBoost 203KM 149kW 2016-2018",2,7.6,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Kombi","benzynowy",240,"na przednią oś",NA,NA,NA,"2.0 EcoBoost 240KM 177kW 2016-2018",2,7.6,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Kombi","diesel",180,"na przednią oś",NA,NA,NA,"2.0 TDCi 180KM 132kW 2016-2019",2,5.1,"manualna","2016","2019"
"Ford","Mondeo Vignale",NA,"Kombi","diesel",210,"na przednią oś",NA,NA,NA,"2.0 TDCi Twin-Turbo 210KM 154kW 2016-2018",2,5.2,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Kombi","hybrydowy",187,NA,NA,NA,NA,"2.0 Hybrid 187KM 138kW 2016-2018",2,4.2,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Liftback","benzynowy",203,"na przednią oś",NA,NA,NA,"2.0 EcoBoost 203KM 149kW 2016-2018",2,7.3,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Liftback","benzynowy",240,"na przednią oś",NA,NA,NA,"2.0 EcoBoost 240KM 177kW 2016-2018",2,7.3,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Liftback","diesel",180,"na przednią oś",NA,NA,NA,"2.0 TDCi 180KM 132kW 2016-2019",2,4.4,"manualna","2016","2019"
"Ford","Mondeo Vignale",NA,"Liftback","diesel",210,"na przednią oś",NA,NA,NA,"2.0 TDCi Twin-Turbo 210KM 154kW 2016-2018",2,4.8,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Sedan","benzynowy",203,"na przednią oś",NA,NA,NA,"2.0 EcoBoost 203KM 149kW 2016-2018",2,7.4,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Sedan","benzynowy",240,"na przednią oś",NA,NA,NA,"2.0 EcoBoost 240KM 177kW 2016-2018",2,7.4,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Sedan","diesel",180,"na przednią oś",NA,NA,NA,"2.0 TDCi 180KM 132kW 2016-2019",2,4.5,"manualna","2016","2019"
"Ford","Mondeo Vignale",NA,"Sedan","diesel",210,"na przednią oś",NA,NA,NA,"2.0 TDCi Twin-Turbo 210KM 154kW 2016-2018",2,5,"automatyczna","2016","2018"
"Ford","Mondeo Vignale",NA,"Sedan","hybrydowy",187,"na przednią oś",NA,NA,NA,"2.0 Hybrid 187KM 138kW 2016-2019",2,4.2,"automatyczna","2016","2019"
"Ford","Orion","III",NA,"benzynowy",60,"na przednią oś",NA,NA,NA,"1.3 60KM 44kW 1990-1994",1.3,6.7,"manualna","1990","1994"
"Ford","Orion","III",NA,"benzynowy",71,"na przednią oś",NA,NA,NA,"1.4 71KM 52kW 1990-1994",1.4,7.4,"manualna","1990","1994"
"Ford","Orion","III",NA,"benzynowy",105,"na przednią oś",NA,NA,NA,"1.6 i 105KM 77kW 1990-1992",1.6,7.7,"manualna","1990","1992"
"Ford","Orion","III",NA,"benzynowy",90,"na przednią oś",NA,NA,NA,"1.6 i 16V 90KM 66kW 1992-1994",1.6,7.2,"manualna","1992","1994"
"Ford","Orion","III",NA,"benzynowy",105,"na przednią oś",NA,NA,NA,"1.8 i 16V 105KM 77kW 1992-1994",1.8,7.9,"manualna","1992","1994"
"Ford","Orion","III",NA,"benzynowy",131,NA,NA,NA,NA,"1.8 i 16V 131KM 96kW 1992-1994",1.8,NA,NA,"1992","1994"
"Ford","Orion","III",NA,"diesel",60,"na przednią oś",NA,NA,NA,"1.8 D 60KM 44kW 1990-1994",1.8,5.6,"manualna","1990","1994"
"Ford","Orion","III",NA,"diesel",90,NA,NA,NA,NA,"1.8 TD 90KM 66kW 1992-1994",1.8,NA,NA,"1992","1994"
"Ford","Orion","II",NA,"benzynowy",60,NA,NA,NA,NA,"1.3 60KM 44kW 1986-1990",1.3,NA,NA,"1986","1990"
"Ford","Orion","II",NA,"benzynowy",73,"na przednią oś",NA,NA,NA,"1.4 73KM 54kW 1986-1990",1.4,7.2,"manualna","1986","1990"
"Ford","Orion","II",NA,"benzynowy",102,NA,NA,NA,NA,"1.6 102KM 75kW 1989-1990",1.6,NA,NA,"1989","1990"
"Ford","Orion","II",NA,"benzynowy",77,NA,NA,NA,NA,"1.6 77KM 57kW 1986-1990",1.6,NA,NA,"1986","1990"
"Ford","Orion","II",NA,"benzynowy",90,"na przednią oś",NA,NA,NA,"1.6 i 90KM 66kW 1986-1990",1.6,7,"manualna","1986","1990"
"Ford","Orion","II",NA,"benzynowy",105,NA,NA,NA,NA,"1.6 i 105KM 77kW 1986-1990",1.6,NA,NA,"1986","1990"
"Ford","Orion","II",NA,"diesel",54,"na przednią oś",NA,NA,NA,"1.6 D 54KM 40kW 1986-1990",1.6,5,"manualna","1986","1990"
"Ford","Orion","II",NA,"diesel",60,"na przednią oś",NA,NA,NA,"1.8 D 60KM 44kW 1989-1990",1.8,5.3,"manualna","1989","1990"
"Ford","Orion","I",NA,"benzynowy",69,"na przednią oś",NA,NA,NA,"1.3 69KM 51kW 1983-1986",1.3,7.4,"manualna","1983","1986"
"Ford","Orion","I",NA,"benzynowy",79,"na przednią oś",NA,NA,NA,"1.6 79KM 58kW 1983-1986",1.6,6.9,"manualna","1983","1986"
"Ford","Orion","I",NA,"benzynowy",105,"na przednią oś",NA,NA,NA,"1.6 i 105KM 77kW 1983-1986",1.6,8,"manualna","1983","1986"
"Ford","Orion","I",NA,"diesel",54,"na przednią oś",NA,NA,NA,"1.6 D 54KM 40kW 1984-1986",1.6,4.9,"manualna","1984","1986"
"Ford","Probe","II",NA,"benzynowy",115,"na przednią oś",NA,NA,NA,"2.0 16V 115KM 85kW 1992-1998",2,7.8,"manualna","1992","1998"
"Ford","Probe","II",NA,"benzynowy",162,"na przednią oś",NA,NA,NA,"2.5 V6 24V 162KM 119kW 1992-1998",2.5,10.1,"manualna","1992","1998"
"Ford","Probe","II",NA,"benzynowy",163,"na przednią oś",NA,NA,NA,"2.5 V6 24V 163KM 120kW 1993-1998",2.5,9.6,"manualna","1993","1998"
"Ford","Probe","I",NA,"benzynowy",110,NA,NA,NA,NA,"2.2 110KM 81kW 1989-1992",2.2,NA,NA,"1989","1992"
"Ford","Probe","I",NA,"benzynowy",111,NA,NA,NA,NA,"2.2 i 111KM 82kW 1988-1993",2.2,NA,"manualna","1988","1993"
"Ford","Probe","I",NA,"benzynowy",147,NA,NA,NA,NA,"2.2 Turbo 147KM 108kW 1989-1992",2.2,8.1,"manualna","1989","1992"
"Ford","Probe","I",NA,"benzynowy",145,NA,NA,NA,NA,"3.0 V6 145KM 107kW 1989-1992",3,NA,"manualna","1989","1992"
"Ford","S-Max","II","Van Facelifting","diesel",150,"na przednią oś",147845,93000,87150,"2.0 EcoBlue 150KM 110kW 2019-2021",2,5.2,"manualna","2019","2021"
"Ford","S-Max","II","Van Facelifting","diesel",190,"na przednią oś",147845,93000,87150,"2.0 EcoBlue 190KM 140kW 2019-2021",2,5.5,"automatyczna","2019","2021"
"Ford","S-Max","II","Van Facelifting","diesel",240,"na przednią oś",147845,93000,87150,"2.0 EcoBlue Twin-Turbo 240KM 177kW 2019-2020",2,6,"automatyczna","2019","2020"
"Ford","S-Max","II","Van Facelifting","hybrydowy",190,"na przednią oś",147845,93000,87150,"2.5 Hybrid 190KM 140kW 2021-2023",2.5,6.4,"automatyczna","2021","2023"
"Ford","S-Max","II","Van","benzynowy",160,"na przednią oś",147845,93000,87150,"1.5 EcoBoost 160KM 118kW 2015-2018",1.5,6.5,"manualna","2015","2018"
"Ford","S-Max","II","Van","benzynowy",165,"na przednią oś",147845,93000,87150,"1.5 EcoBoost 165KM 121kW 2018-2019",1.5,6.5,"manualna","2018","2019"
"Ford","S-Max","II","Van","benzynowy",240,"na przednią oś",147845,93000,87150,"2.0 EcoBoost 240KM 177kW 2015-2018",2,7.9,"automatyczna","2015","2018"
"Ford","S-Max","II","Van","diesel",120,"na przednią oś",147845,93000,87150,"2.0 EcoBlue 120KM 88kW 2018-2019",2,5.2,"manualna","2018","2019"
"Ford","S-Max","II","Van","diesel",150,"na przednią oś",147845,93000,87150,"2.0 EcoBlue 150KM 110kW 2018-2019",2,5.2,"manualna","2018","2019"
"Ford","S-Max","II","Van","diesel",190,"na przednią oś",147845,93000,87150,"2.0 EcoBlue 190KM 140kW 2018-2019",2,5.2,"manualna","2018","2019"
"Ford","S-Max","II","Van","diesel",240,"na przednią oś",147845,93000,87150,"2.0 EcoBlue Twin-Turbo 240KM 177kW 2018-2019",2,6,"automatyczna","2018","2019"
"Ford","S-Max","II","Van","diesel",120,"na przednią oś",147845,93000,87150,"2.0 TDCi 120KM 88kW 2015-2018",2,5,"manualna","2015","2018"
"Ford","S-Max","II","Van","diesel",150,"na przednią oś",147845,93000,87150,"2.0 TDCi 150KM 110kW 2015-2018",2,5,"manualna","2015","2018"
"Ford","S-Max","II","Van","diesel",180,"na przednią oś",147845,93000,87150,"2.0 TDCi 180KM 132kW 2015-2018",2,5,"manualna","2015","2018"
"Ford","S-Max","II","Van","diesel",210,"na przednią oś",147845,93000,87150,"2.0 TDCi bi-turbo 210KM 154kW 2015-2018",2,5.5,"automatyczna","2015","2018"
"Ford","S-Max","I","Van Facelifting","benzynowy",160,"na przednią oś",147845,93000,87150,"1.6 EcoBoost 160KM 118kW 2011-2015",1.6,6.8,"manualna","2011","2015"
"Ford","S-Max","I","Van Facelifting","benzynowy",145,"na przednią oś",147845,93000,87150,"2.0 Duratec 145KM 107kW 2010-2015",2,8.2,"manualna","2010","2015"
"Ford","S-Max","I","Van Facelifting","benzynowy",145,"na przednią oś",147845,93000,87150,"2.0 Duratec Flexifuel 145KM 107kW 2010-2015",2,8.2,"manualna","2010","2015"
"Ford","S-Max","I","Van Facelifting","benzynowy",203,"na przednią oś",147845,93000,87150,"2.0 EcoBoost 203KM 149kW 2010-2015",2,8.1,"manualna","2010","2015"
"Ford","S-Max","I","Van Facelifting","benzynowy",240,"na przednią oś",147845,93000,87150,"2.0 EcoBoost 240KM 177kW 2011-2015",2,8.1,"manualna","2011","2015"
"Ford","S-Max","I","Van Facelifting","benzynowy",161,"na przednią oś",147845,93000,87150,"2.3 Duratec 161KM 118kW 2010",2.3,9.7,"automatyczna","2010","2010"
"Ford","S-Max","I","Van Facelifting","diesel",115,"na przednią oś",147845,93000,87150,"1.6 Duratorq TDCi DPF 115KM 85kW 2011-2015",1.6,5.2,"manualna","2011","2015"
"Ford","S-Max","I","Van Facelifting","diesel",140,"na przednią oś",147845,93000,87150,"2.0 Duratorq TDCi 140KM 103kW 2010-2015",2,5.7,"manualna","2010","2015"
"Ford","S-Max","I","Van Facelifting","diesel",140,"na przednią oś",147845,93000,87150,"2.0 Duratorq TDCi DPF 140KM 103kW 2010-2015",2,5.7,"manualna","2010","2015"
"Ford","S-Max","I","Van Facelifting","diesel",163,"na przednią oś",147845,93000,87150,"2.0 Duratorq TDCi DPF 163KM 120kW 2010-2015",2,5.7,"manualna","2010","2015"
"Ford","S-Max","I","Van Facelifting","diesel",115,"na przednią oś",147845,93000,87150,"2.0 Duratorq TDCi DPF 115KM 85kW 2010-2015",2,5.7,"manualna","2010","2015"
"Ford","S-Max","I","Van Facelifting","diesel",200,"na przednią oś",147845,93000,87150,"2.2 Duratorq TDCi DPF 200KM 147kW 2010-2015",2.2,6.6,"manualna","2010","2015"
"Ford","S-Max","I","Van","benzynowy",145,"na przednią oś",147845,93000,87150,"2.0 i 16V 145KM 107kW 2006-2010",2,8.1,"manualna","2006","2010"
"Ford","S-Max","I","Van","benzynowy",161,"na przednią oś",147845,93000,87150,"2.3 Duratec 161KM 118kW 2009-2010",2.3,9.7,"automatyczna","2009","2010"
"Ford","S-Max","I","Van","benzynowy",220,"na przednią oś",147845,93000,87150,"2.5 i 20V 220KM 162kW 2006-2010",2.5,9.4,"manualna","2006","2010"
"Ford","S-Max","I","Van","diesel",100,"na przednią oś",147845,93000,87150,"1.8 TDCi 100KM 74kW 2006-2010",1.8,6.2,"manualna","2006","2010"
"Ford","S-Max","I","Van","diesel",125,"na przednią oś",147845,93000,87150,"1.8 TDCi 125KM 92kW 2006-2010",1.8,6.2,"manualna","2006","2010"
"Ford","S-Max","I","Van","diesel",130,"na przednią oś",147845,93000,87150,"2.0 TDCi 130KM 96kW 2006-2010",2,6.4,"manualna","2006","2010"
"Ford","S-Max","I","Van","diesel",140,"na przednią oś",147845,93000,87150,"2.0 TDCi 140KM 103kW 2006-2010",2,6.4,"manualna","2006","2010"
"Ford","S-Max","I","Van","diesel",115,"na przednią oś",147845,93000,87150,"2.0TDCi DPF 115KM 85kW 2009-2010",2,5.7,"manualna","2009","2010"
"Ford","S-Max","I","Van","diesel",175,"na przednią oś",147845,93000,87150,"2.2TDCi DPF 175KM 129kW 2009-2011",2.2,6.6,"manualna","2009","2011"
"Ford","S-Max Vignale",NA,NA,"benzynowy",160,"na przednią oś",NA,NA,NA,"1.5 EcoBoost 160KM 118kW 2016-2018",1.5,6.5,"manualna","2016","2018"
"Ford","S-Max Vignale",NA,NA,"benzynowy",240,"na przednią oś",NA,NA,NA,"2.0 EcoBoost 240KM 177kW 2016-2018",2,7.9,"automatyczna","2016","2018"
"Ford","S-Max Vignale",NA,NA,"benzynowy",180,"na przednią oś",NA,NA,NA,"2.0 TDCi 180KM 132kW 2016-2018",2,5,"manualna","2016","2018"
"Ford","S-Max Vignale",NA,NA,"diesel",150,"na przednią oś",NA,NA,NA,"2.0 EcoBlue 150KM 110kW 2018-2019",2,5.2,"manualna","2018","2019"
"Ford","S-Max Vignale",NA,NA,"diesel",190,"na tylną oś",NA,NA,NA,"2.0 EcoBlue 190KM 140kW 2018-2019",2,5.2,"manualna","2018","2019"
"Ford","S-Max Vignale",NA,NA,"diesel",240,"na przednią oś",NA,NA,NA,"2.0 EcoBlue Twin-Turbo 240KM 177kW 2018-2019",2,6,"automatyczna","2018","2019"
"Ford","S-Max Vignale",NA,NA,"diesel",150,"na przednią oś",NA,NA,NA,"2.0 TDCi 150KM 110kW 2016-2018",2,5,"manualna","2016","2018"
"Ford","S-Max Vignale",NA,NA,"diesel",210,"na przednią oś",NA,NA,NA,"2.0 TDCi Twin-Turbo 210KM 154kW 2016-2018",2,5.5,"automatyczna","2016","2018"
"Ford","Scorpio","II","Sedan","benzynowy",115,"na tylną oś",NA,NA,NA,"2.0 i 115KM 85kW 1994-1998",2,10.1,"manualna","1994","1998"
"Ford","Scorpio","II","Sedan","benzynowy",136,"na tylną oś",NA,NA,NA,"2.0 i 16V 136KM 100kW 1994-1998",2,9.1,"manualna","1994","1998"
"Ford","Scorpio","II","Sedan","benzynowy",147,"na tylną oś",NA,NA,NA,"2.3 i 16V 147KM 108kW 1994-1998",2.3,10.1,"manualna","1994","1998"
"Ford","Scorpio","II","Sedan","benzynowy",150,"na tylną oś",NA,NA,NA,"2.9 EFi 12V 150KM 110kW 1994-1998",2.9,11.3,"automatyczna","1994","1998"
"Ford","Scorpio","II","Sedan","benzynowy",210,"na tylną oś",NA,NA,NA,"2.9 i 24V 210KM 154kW 1994-1998",2.9,10.8,"manualna","1994","1998"
"Ford","Scorpio","II","Sedan","benzynowy",207,"na tylną oś",NA,NA,NA,"2.9i 24V 207KM 152kW 1995-1998",2.9,12.8,"manualna","1995","1998"
"Ford","Scorpio","II","Sedan","diesel",115,"na tylną oś",NA,NA,NA,"2.5 TD 115KM 85kW 1994-1998",2.5,8.5,"manualna","1994","1998"
"Ford","Scorpio","II","Sedan","diesel",125,"na tylną oś",NA,NA,NA,"2.5 TD 125KM 92kW 1996-1998",2.5,NA,"manualna","1996","1998"
"Ford","Scorpio","II","Kombi","benzynowy",115,"na tylną oś",NA,NA,NA,"2.0 i 115KM 85kW 1994-1998",2,9.9,"manualna","1994","1998"
"Ford","Scorpio","II","Kombi","benzynowy",136,"na tylną oś",NA,NA,NA,"2.0 i 16V 136KM 100kW 1994-1998",2,9.1,"manualna","1994","1998"
"Ford","Scorpio","II","Kombi","benzynowy",147,"na tylną oś",NA,NA,NA,"2.3 i 16V 147KM 108kW 1994-1998",2.3,9.6,"manualna","1994","1998"
"Ford","Scorpio","II","Kombi","benzynowy",150,"na tylną oś",NA,NA,NA,"2.9 EFi 12V 150KM 110kW 1994-1998",2.9,11.1,"automatyczna","1994","1998"
"Ford","Scorpio","II","Kombi","benzynowy",207,"na tylną oś",NA,NA,NA,"2.9 i 24V 207KM 152kW 1994-1998",2.9,12.6,"manualna","1994","1998"
"Ford","Scorpio","II","Kombi","benzynowy",210,"na tylną oś",NA,NA,NA,"2.9i 24V 210KM 154kW 1994-1998",2.9,10.9,"manualna","1994","1998"
"Ford","Scorpio","II","Kombi","diesel",115,"na tylną oś",NA,NA,NA,"2.5 TD 115KM 85kW 1994-1998",2.5,8.3,"manualna","1994","1998"
"Ford","Scorpio","II","Kombi","diesel",125,"na tylną oś",NA,NA,NA,"2.5 TD 125KM 92kW 1996-1998",2.5,8.4,"manualna","1996","1998"
"Ford","Scorpio","I","Kombi","benzynowy",115,NA,NA,NA,NA,"2.0 i 115KM 85kW 1991-1994",2,NA,NA,"1991","1994"
"Ford","Scorpio","I","Kombi","benzynowy",120,"na tylną oś",NA,NA,NA,"2.0 i 120KM 88kW 1991-1994",2,8.1,"manualna","1991","1994"
"Ford","Scorpio","I","Kombi","benzynowy",125,"na tylną oś",NA,NA,NA,"2.4 i 125KM 92kW 1991-1994",2.4,10.3,"manualna","1991","1994"
"Ford","Scorpio","I","Kombi","benzynowy",194,NA,NA,NA,NA,"2.9 24V 194KM 143kW 1993-1994",2.9,NA,NA,"1993","1994"
"Ford","Scorpio","I","Kombi","benzynowy",145,"na przednią oś",NA,NA,NA,"2.9 i 145KM 107kW 1991-1994",2.9,10.7,"manualna","1991","1994"
"Ford","Scorpio","I","Kombi","benzynowy",145,NA,NA,NA,NA,"2.9 i 4x4 145KM 107kW 1988-1993",2.9,NA,"manualna","1988","1993"
"Ford","Scorpio","I","Kombi","diesel",116,NA,NA,NA,NA,"2.5 TD 116KM 85kW 1993-1994",2.5,NA,NA,"1993","1994"
"Ford","Scorpio","I","Kombi","diesel",92,"na tylną oś",NA,NA,NA,"2.5 TD 92KM 68kW 1991-1994",2.5,8.1,"manualna","1991","1994"
"Ford","Scorpio","I","Sedan","benzynowy",115,NA,NA,NA,NA,"2.0 i 115KM 85kW 1992-1994",2,NA,NA,"1992","1994"
"Ford","Scorpio","I","Sedan","benzynowy",120,"na tylną oś",NA,NA,NA,"2.0 i 120KM 88kW 1989-1992",2,7.8,"manualna","1989","1992"
"Ford","Scorpio","I","Sedan","benzynowy",125,"na tylną oś",NA,NA,NA,"2.4 i 125KM 92kW 1988-1992",2.4,10.3,"manualna","1988","1992"
"Ford","Scorpio","I","Sedan","benzynowy",145,"na tylną oś",NA,NA,NA,"2.9 i 145KM 107kW 1986-1994",2.9,10.3,"manualna","1986","1994"
"Ford","Scorpio","I","Sedan","benzynowy",195,"na tylną oś",NA,NA,NA,"2.9 i 24V 195KM 143kW 1991-1992",2.9,11.2,"automatyczna","1991","1992"
"Ford","Scorpio","I","Sedan","benzynowy",145,NA,NA,NA,NA,"2.9 i 4x4 145KM 107kW 1989-1992",2.9,NA,NA,"1989","1992"
"Ford","Scorpio","I","Sedan","diesel",116,"na tylną oś",NA,NA,NA,"2.5 TD 116KM 85kW 1993-1994",2.5,8.3,"manualna","1993","1994"
"Ford","Scorpio","I","Sedan","diesel",92,"na tylną oś",NA,NA,NA,"2.5 TD 92KM 68kW 1988-1992",2.5,7.7,"manualna","1988","1992"
"Ford","Scorpio","I","Hatchback","benzynowy",90,"na tylną oś",NA,NA,NA,"1.8 90KM 66kW 1985-1992",1.8,7.9,"manualna","1985","1992"
"Ford","Scorpio","I","Hatchback","benzynowy",105,"na tylną oś",NA,NA,NA,"2.0 105KM 77kW 1985-1989",2,8.8,"manualna","1985","1989"
"Ford","Scorpio","I","Hatchback","benzynowy",100,"na tylną oś",NA,NA,NA,"2.0 i 100KM 74kW 1985-1990",2,7.7,"manualna","1985","1990"
"Ford","Scorpio","I","Hatchback","benzynowy",115,"na tylną oś",NA,NA,NA,"2.0 i 115KM 85kW 1992-1994",2,9.9,"manualna","1992","1994"
"Ford","Scorpio","I","Hatchback","benzynowy",120,"na tylną oś",NA,NA,NA,"2.0 i 120KM 88kW 1989-1992",2,7.8,"manualna","1989","1992"
"Ford","Scorpio","I","Hatchback","benzynowy",125,NA,NA,NA,NA,"2.4 i 125KM 92kW 1988-1992",2.4,NA,NA,"1988","1992"
"Ford","Scorpio","I","Hatchback","benzynowy",130,"na tylną oś",NA,NA,NA,"2.4 i 130KM 96kW 1986-1988",2.4,9.2,"manualna","1986","1988"
"Ford","Scorpio","I","Hatchback","benzynowy",125,"na tylną oś",NA,NA,NA,"2.4 i KAT 125KM 92kW 1988-1992",2.4,10.3,"manualna","1988","1992"
"Ford","Scorpio","I","Hatchback","benzynowy",150,"na tylną oś",NA,NA,NA,"2.8 i 150KM 110kW 1985-1986",2.8,10.5,"manualna","1985","1986"
"Ford","Scorpio","I","Hatchback","benzynowy",150,"4x4",NA,NA,NA,"2.8 i 4x4 150KM 110kW 1985-1986",2.8,10.5,"manualna","1985","1986"
"Ford","Scorpio","I","Hatchback","benzynowy",145,"na tylną oś",NA,NA,NA,"2.9 i 145KM 107kW 1986-1994",2.9,10.3,"manualna","1986","1994"
"Ford","Scorpio","I","Hatchback","benzynowy",150,"na tylną oś",NA,NA,NA,"2.9 i 150KM 110kW 1986-1994",2.9,10.1,"manualna","1986","1994"
"Ford","Scorpio","I","Hatchback","benzynowy",195,"na tylną oś",NA,NA,NA,"2.9 i 24V 195KM 143kW 1991-1992",2.9,11.2,"manualna","1991","1992"
"Ford","Scorpio","I","Hatchback","benzynowy",145,"4x4",NA,NA,NA,"2.9 i 4x4 145KM 107kW 1988-1993",2.9,10.8,"manualna","1988","1993"
"Ford","Scorpio","I","Hatchback","benzynowy",150,"4x4",NA,NA,NA,"2.9 i 4x4 150KM 110kW 1986-1994",2.9,10.1,"manualna","1986","1994"
"Ford","Scorpio","I","Hatchback","benzynowy",145,"na tylną oś",NA,NA,NA,"2.9 i KAT 145KM 107kW 1987-1992",2.9,10.3,"manualna","1987","1992"
"Ford","Scorpio","I","Hatchback","diesel",69,"na tylną oś",NA,NA,NA,"2.5 D 69KM 51kW 1985-1992",2.5,7.6,"manualna","1985","1992"
"Ford","Scorpio","I","Hatchback","diesel",116,"na tylną oś",NA,NA,NA,"2.5 TD 116KM 85kW 1993-1994",2.5,7.1,"manualna","1993","1994"
"Ford","Scorpio","I","Hatchback","diesel",92,"na tylną oś",NA,NA,NA,"2.5 TD 92KM 68kW 1988-1992",2.5,7.8,"manualna","1988","1992"
"Ford","Sierra","II","Sedan","benzynowy",71,"na tylną oś",NA,NA,NA,"1.6 71KM 52kW 1988-1993",1.6,8,"manualna","1988","1993"
"Ford","Sierra","II","Sedan","benzynowy",75,NA,NA,NA,NA,"1.6 75KM 55kW 1987-1993",1.6,NA,NA,"1987","1993"
"Ford","Sierra","II","Sedan","benzynowy",80,"na tylną oś",NA,NA,NA,"1.6 i 80KM 59kW 1989-1993",1.6,8.2,"manualna","1989","1993"
"Ford","Sierra","II","Sedan","benzynowy",80,NA,NA,NA,NA,"1.8 80KM 59kW 1987-1989",1.8,NA,NA,"1987","1989"
